Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,O2-AV,F4-AV,C4-AV,P4-AV,O2-AV.1,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
-28.35,-60.5,13.51,-4.63,2.79,-0.16,6.22,29.57,16.18,69.54,35.44,-214.18,22.74,20.6,27.58,20.85,22.74,-9.08,11.34,17.37,4.72,18.84
-33.36,-63.22,10.22,-10.31,-3.43,-7.35,4.16,26.25,11.55,63.04,28.44,-131.52,21.12,25.13,23.66,17.67,21.12,-18.87,5.14,13.44,2.39,16.25
-39.42,-68.61,1.08,-10.7,-15.08,-16.99,-0.1,20.42,4.05,54.08,18.41,7.18,17.95,18.63,15.46,10.29,17.95,-25.33,-5.06,5.18,-2.99,11.86
-44.37,-74.11,-11.53,-4.85,-28.27,-25.62,-4.77,15.84,-3.66,45.61,8.01,149.51,15.56,2.99,5.93,0.54,15.56,-25.64,-15.72,-4.84,-8.26,7.95
-47.34,-77.4,-23.47,4.72,-37.11,-30.48,-8.26,13.76,-9.45,40.26,0.46,241.35,16.37,-14.55,-1.13,-6.39,16.37,-19.88,-22.97,-12.51,-11.22,5.64
-47.9,-76.9,-31.06,14.42,-38.29,-30.14,-9.06,15.46,-11.94,39.52,-2.17,251.06,20.87,-27.37,-3.27,-8.11,20.87,-10.33,-24.67,-15.27,-10.56,6.08
-45.11,-71.92,-31.85,21.59,-31.21,-23.81,-5.96,21.27,-10.07,43.85,-0.01,170.26,27.13,-31.21,0.14,-5.21,27.13,0.08,-20.02,-12.23,-5.21,9.95
-39.23,-64.45,-26.9,23.25,-18.49,-14.26,-0.91,28.88,-5.25,51.01,4.56,33.3,34.18,-23.95,7.82,2.1,34.18,7.06,-10.91,-4.85,2.4,15.0
-32.31,-56.94,-18.67,18.47,-4.48,-5.29,3.47,36.1,0.54,57.45,7.44,-107.13,41.0,-7.75,17.33,11.45,41.0,7.98,-0.95,4.09,9.03,19.38
-26.34,-51.63,-11.04,9.56,5.0,0.12,5.99,41.03,5.41,61.08,7.58,-196.81,45.36,9.53,24.33,17.04,45.36,3.01,5.71,10.65,12.45,22.04
-23.81,-50.42,-7.64,-0.56,7.24,0.44,5.2,41.41,7.33,60.77,5.19,-204.8,46.22,22.4,26.62,17.43,46.22,-5.7,6.94,12.62,11.5,21.6
-26.28,-54.02,-10.17,-8.94,1.88,-4.77,0.12,36.05,4.82,56.47,0.73,-123.83,43.75,26.81,23.7,13.57,43.75,-14.96,1.93,9.38,5.86,17.87
-30.86,-60.56,-17.35,-12.96,-8.92,-13.16,-7.87,27.96,-0.1,49.72,-5.04,13.16,39.21,20.17,16.79,5.54,39.21,-20.91,-7.22,1.99,-2.02,12.35
-34.13,-67.23,-26.44,-11.2,-21.37,-21.39,-15.98,20.35,-5.0,43.2,-10.23,153.69,34.49,4.27,8.68,-4.55,34.49,-20.66,-16.85,-6.98,-9.36,6.64
-35.12,-71.93,-35.19,-5.13,-29.89,-26.5,-21.94,16.16,-8.02,39.34,-12.22,243.95,31.46,-13.36,3.09,-11.22,31.46,-14.41,-23.13,-13.59,-14.59,2.13
-33.38,-72.97,-40.32,2.69,-30.74,-26.76,-24.17,16.39,-8.12,39.63,-9.56,252.07,30.64,-25.96,2.19,-12.06,30.64,-4.37,-23.62,-15.38,-16.52,0.11
-29.68,-69.29,-39.33,9.1,-23.51,-21.55,-22.0,21.33,-4.86,44.32,-2.49,170.36,32.76,-29.15,6.91,-7.76,32.76,6.4,-17.58,-11.64,-14.01,1.52
-25.46,-63.06,-33.67,10.64,-10.91,-13.38,-16.94,28.58,0.91,51.52,7.04,32.84,36.66,-21.04,15.8,1.03,36.66,13.71,-7.4,-3.72,-8.95,5.7
-21.46,-57.1,-26.14,6.18,2.65,-5.41,-11.33,35.2,7.1,58.01,16.52,-108.19,40.22,-4.21,26.08,11.52,40.22,14.63,3.04,5.59,-3.9,10.81
-19.68,-53.55,-18.88,-2.06,11.36,-0.52,-7.43,38.78,11.95,61.47,24.24,-197.76,41.34,13.63,33.26,17.97,41.34,9.52,9.98,12.08,-0.57,14.61
-21.47,-54.06,-14.26,-11.39,12.75,-0.32,-7.32,37.05,12.75,60.59,29.42,-204.77,38.74,26.88,35.11,19.3,38.74,0.61,11.42,13.73,-0.56,15.68
-27.04,-58.93,-13.81,-18.8,6.34,-5.1,-11.61,29.23,8.94,55.36,32.37,-123.1,32.09,31.13,30.69,16.0,32.09,-8.85,6.37,10.01,-4.95,13.74
-34.15,-66.14,-16.54,-21.21,-5.9,-12.69,-18.36,18.43,1.61,47.85,34.7,13.61,23.43,24.29,21.59,8.09,23.43,-15.07,-3.27,2.01,-12.02,10.01
-41.46,-73.29,-20.07,-17.57,-19.79,-19.8,-24.67,9.16,-7.27,40.88,36.3,153.13,15.82,8.41,11.0,-1.93,15.82,-15.15,-13.54,-7.3,-18.89,6.26
-47.32,-78.6,-22.81,-10.16,-29.54,-23.58,-28.89,4.28,-14.26,36.84,36.84,242.05,11.87,-8.93,3.05,-8.53,11.87,-9.2,-20.39,-13.69,-23.49,4.56
-49.7,-79.9,-22.47,-2.31,-31.83,-22.53,-29.62,5.07,-17.19,36.94,38.06,249.03,12.41,-21.25,-0.17,-9.55,12.41,0.37,-21.62,-14.99,-24.09,5.49
-47.47,-76.09,-18.43,3.63,-26.15,-16.25,-25.88,11.41,-14.52,41.62,40.65,166.35,16.94,-24.31,1.84,-6.15,16.94,10.65,-16.58,-10.76,-19.67,9.3
-42.46,-69.27,-14.21,4.77,-14.92,-7.1,-19.41,20.3,-6.57,48.92,43.23,28.71,23.9,-15.95,7.81,1.56,23.9,17.4,-7.22,-2.43,-12.22,15.16
-36.87,-62.14,-12.0,0.35,-2.53,1.46,-12.91,29.5,3.84,55.8,42.67,-111.09,31.56,1.54,15.2,11.11,31.56,17.84,2.9,7.32,-4.82,21.25
-31.94,-56.87,-12.2,-6.99,5.28,6.41,-8.22,35.1,13.84,59.9,37.47,-198.44,35.77,20.3,20.28,17.15,35.77,12.17,9.98,14.47,0.28,26.1
-29.46,-55.8,-15.96,-14.97,5.71,5.97,-7.3,34.35,21.42,60.11,29.12,-202.61,35.62,34.19,20.82,18.5,35.62,2.62,11.72,16.82,0.88,28.08
-30.56,-59.8,-23.78,-21.09,-1.54,0.02,-10.81,28.21,24.46,55.76,18.64,-117.89,32.18,38.68,15.96,15.46,32.18,-7.8,7.38,13.56,-3.5,26.15
-33.95,-66.23,-33.11,-22.19,-14.04,-8.71,-16.69,19.25,23.09,49.04,7.25,21.67,26.18,31.24,6.95,7.74,26.18,-14.82,-1.0,5.82,-10.02,22.1
-37.64,-71.91,-40.36,-17.62,-27.43,-16.84,-22.32,10.29,18.45,43.62,-3.32,163.57,19.54,14.34,-3.34,-2.68,19.54,-15.41,-9.9,-3.6,-15.83,18.03
-40.16,-74.9,-42.94,-9.84,-36.46,-21.51,-25.91,4.22,12.84,41.43,-10.53,254.0,15.16,-4.49,-10.83,-9.92,15.16,-10.03,-15.89,-10.7,-19.66,15.81
-40.3,-74.35,-40.08,-1.86,-38.05,-21.24,-25.78,2.52,9.78,43.28,-13.0,262.48,14.53,-18.63,-12.92,-11.46,14.53,-1.39,-16.82,-13.22,-20.37,16.66
-38.32,-69.8,-31.88,3.81,-31.57,-15.52,-21.27,6.49,11.54,48.94,-10.1,181.28,17.6,-23.72,-8.71,-7.97,17.6,7.51,-11.87,-10.41,-17.14,20.95
-34.98,-62.7,-21.88,4.48,-19.35,-7.05,-14.35,13.8,16.48,56.48,-2.96,44.42,22.43,-17.31,0.13,0.17,22.43,12.68,-2.74,-3.14,-11.68,27.12
-31.32,-55.35,-13.6,-0.53,-5.89,0.99,-7.8,20.31,21.22,63.28,5.76,-94.89,27.5,-1.81,10.54,10.48,27.5,11.57,7.11,5.9,-6.23,32.98
-29.94,-50.3,-9.14,-8.43,3.07,5.91,-3.39,24.28,22.87,67.09,13.26,-181.7,31.65,14.68,18.45,16.94,31.65,4.49,13.64,12.63,-2.53,36.65
-31.73,-49.28,-9.84,-16.22,4.71,5.48,-2.62,24.1,20.04,66.06,17.56,-185.98,32.89,26.14,21.6,18.09,32.89,-6.23,14.75,14.77,-1.79,37.64
-35.56,-52.96,-16.41,-21.21,-1.66,-0.58,-6.17,19.31,13.52,59.57,18.08,-101.93,30.97,28.04,19.1,14.4,30.97,-17.9,9.49,11.34,-4.8,35.45
-39.47,-59.67,-27.03,-20.49,-13.81,-9.6,-11.76,11.94,5.7,50.29,16.03,36.69,27.36,18.36,12.22,5.89,27.36,-26.43,-0.22,3.33,-10.39,31.21
-43.17,-66.99,-38.31,-13.31,-27.45,-18.09,-16.51,4.91,-1.7,41.66,13.11,177.23,23.83,0.03,4.07,-4.78,23.83,-28.42,-10.44,-6.0,-16.19,26.74
-45.69,-72.43,-46.88,-2.09,-36.75,-22.63,-18.87,0.51,-7.43,36.14,11.03,265.43,22.16,-18.99,-1.43,-11.75,22.16,-23.75,-17.0,-12.7,-19.71,23.03
-45.48,-73.81,-50.08,9.44,-38.26,-21.89,-17.56,0.8,-11.49,34.89,11.9,270.31,22.87,-32.08,-2.1,-12.67,22.87,-14.89,-17.64,-14.4,-19.18,21.59
-41.37,-69.7,-45.43,18.08,-31.27,-15.79,-12.16,5.64,-12.97,38.13,16.96,184.12,25.42,-35.42,2.79,-8.59,25.42,-4.77,-11.73,-10.59,-14.16,23.02
-34.95,-62.32,-34.14,20.58,-18.22,-7.06,-4.79,12.1,-12.31,43.32,24.68,42.1,28.41,-27.24,11.75,0.08,28.41,2.56,-1.47,-2.4,-7.22,26.52
-28.74,-54.98,-19.64,15.92,-3.64,0.94,2.02,17.36,-10.31,47.28,33.24,-101.94,30.88,-10.28,21.88,10.57,30.88,3.97,9.08,7.31,-1.17,30.1
-24.51,-49.75,-6.03,6.55,6.55,5.07,6.18,19.38,-7.85,47.77,40.82,-192.99,31.16,7.39,29.06,16.89,31.16,-0.54,15.97,14.45,2.61,31.64
-24.24,-48.37,1.8,-4.6,9.46,3.59,5.94,17.0,-5.95,44.03,45.44,-200.35,28.8,20.11,31.22,18.13,28.8,-8.94,17.14,16.68,2.78,30.11
-29.39,-51.73,0.83,-13.97,4.56,-3.4,1.1,10.88,-6.52,36.53,45.97,-117.81,24.37,23.8,27.89,15.29,24.37,-18.23,12.19,13.45,-1.32,25.28
-37.04,-58.02,-5.94,-17.68,-6.08,-12.96,-6.19,2.72,-9.98,27.57,42.77,19.94,18.3,16.25,20.68,8.49,18.3,-24.26,3.43,6.31,-7.31,18.72
-43.71,-64.24,-13.24,-14.6,-18.12,-21.54,-13.1,-4.1,-15.44,19.6,36.56,159.6,12.36,-0.35,12.2,-0.17,12.36,-24.17,-5.57,-2.07,-12.71,12.52
-46.95,-67.88,-17.32,-7.27,-25.64,-26.26,-18.11,-7.55,-20.62,14.93,29.12,247.44,8.72,-18.23,6.01,-5.54,8.72,-18.04,-10.97,-7.89,-16.3,8.25
-45.48,-67.29,-16.98,0.94,-25.46,-25.68,-19.84,-7.16,-22.45,14.82,22.68,253.36,8.0,-30.79,4.51,-5.33,8.0,-8.11,-10.68,-9.11,-17.26,7.35
-40.03,-62.16,-13.1,7.62,-17.18,-19.2,-16.96,-2.42,-19.42,19.64,19.52,170.07,9.88,-33.99,8.61,-0.3,9.88,2.84,-3.76,-4.68,-14.65,9.91
-34.12,-54.29,-8.49,9.24,-3.17,-9.46,-11.33,4.61,-13.28,26.93,18.53,32.99,13.65,-25.75,17.27,9.17,13.65,10.44,7.63,4.62,-9.5,14.77
-29.9,-45.67,-4.95,4.84,11.76,-0.13,-5.56,11.73,-7.5,33.5,17.26,-104.84,17.88,-8.74,27.52,20.28,17.88,11.78,19.66,15.52,-3.82,20.03
-26.8,-38.42,-3.85,-3.31,21.72,5.85,-1.34,15.9,-4.44,37.23,13.5,-189.75,20.33,9.17,35.15,27.1,20.33,6.92,28.03,23.82,0.43,23.53
-25.5,-35.5,-6.55,-12.43,24.08,6.94,-0.44,14.66,-4.64,36.36,6.95,-192.35,19.09,22.47,38.09,28.58,19.09,-2.03,30.39,27.29,1.33,23.79
-26.84,-37.92,-12.57,-19.73,18.79,2.89,-4.14,6.63,-7.76,30.63,-1.51,-107.4,12.93,26.9,35.33,25.33,12.93,-11.72,26.21,25.14,-1.87,21.03
-30.2,-43.22,-19.55,-21.92,8.26,-3.88,-10.46,-4.65,-12.86,22.19,-10.17,30.41,4.22,20.06,27.93,17.41,4.22,-17.93,17.65,18.4,-8.09,16.56
-33.41,-48.33,-26.27,-17.85,-3.26,-9.94,-16.84,-15.3,-17.88,14.36,-16.68,168.58,-4.65,4.27,18.59,7.09,-4.65,-17.83,8.65,9.81,-14.92,11.72
-34.29,-51.09,-31.18,-9.85,-10.41,-12.43,-21.13,-22.91,-20.97,9.66,-19.37,253.82,-11.46,-12.92,11.17,0.0,-11.46,-11.46,2.93,3.5,-19.97,8.19
-32.57,-51.03,-32.6,-1.32,-10.12,-9.78,-21.69,-24.47,-22.12,9.42,-17.58,256.34,-13.62,-24.95,8.59,-1.45,-13.62,-1.21,2.62,2.07,-21.49,6.79
-27.64,-47.31,-29.48,5.04,-1.94,-1.76,-18.04,-19.53,-20.53,14.35,-10.97,169.33,-11.01,-27.6,11.7,2.03,-11.01,9.66,8.49,5.96,-19.0,8.16
-21.2,-40.8,-23.31,6.29,11.64,8.8,-12.03,-12.59,-15.87,22.22,-1.56,27.9,-6.93,-18.8,19.12,10.35,-6.93,16.82,18.08,13.67,-13.77,11.89
-15.11,-33.55,-16.2,1.79,26.04,18.58,-5.86,-7.89,-9.79,29.83,7.34,-114.0,-4.84,-1.3,28.05,20.8,-4.84,17.49,27.66,22.55,-7.78,16.14
-10.65,-28.52,-10.74,-6.24,35.45,24.52,-1.35,-6.69,-5.35,34.61,14.48,-201.79,-5.46,16.62,34.48,27.31,-5.46,11.83,33.17,28.58,-3.22,19.06
-9.11,-27.61,-9.2,-15.33,37.22,24.79,-0.62,-9.89,-5.71,34.67,19.95,-205.88,-8.81,29.33,36.19,28.46,-8.81,2.19,32.52,29.6,-2.15,19.43
-12.58,-31.55,-12.39,-22.2,30.92,19.32,-4.24,-16.82,-11.94,29.76,23.93,-120.96,-14.28,32.65,32.3,24.66,-14.28,-8.31,25.38,25.24,-5.36,16.4
-19.32,-37.64,-18.07,-23.68,18.79,10.93,-10.49,-24.97,-21.43,22.28,26.52,17.89,-20.28,24.29,23.83,15.9,-20.28,-15.61,13.65,16.28,-10.49,11.36
-27.32,-43.22,-22.84,-18.7,5.01,3.12,-16.56,-31.9,-29.55,15.53,27.93,157.54,-25.19,6.52,13.46,4.22,-25.19,-16.87,0.96,5.47,-14.78,6.89
-33.06,-46.56,-24.23,-9.68,-4.62,-1.0,-20.75,-35.91,-32.22,12.11,28.76,244.49,-27.78,-13.2,4.91,-4.88,-27.78,-12.44,-8.67,-3.36,-16.79,4.59
-33.94,-46.39,-20.79,-0.16,-6.92,0.07,-21.51,-35.59,-27.45,13.15,29.33,248.57,-27.15,-28.15,0.68,-8.85,-27.15,-4.64,-12.93,-7.58,-15.47,5.35
-29.18,-41.62,-11.48,7.12,-1.18,6.99,-17.45,-30.23,-16.47,18.42,29.12,163.27,-22.95,-33.79,1.64,-8.11,-22.95,3.8,-10.9,-6.31,-10.04,8.97
-21.17,-33.79,2.2,9.53,10.16,17.24,-10.16,-22.83,-2.95,25.75,27.48,24.09,-17.12,-27.69,6.48,-2.76,-17.12,8.86,-4.23,-0.74,-2.64,13.97
-12.49,-25.27,16.52,6.44,22.76,27.3,-2.45,-15.87,8.18,31.88,24.14,-115.44,-11.7,-12.7,12.62,4.58,-11.7,7.99,3.62,6.62,4.45,18.71
-5.47,-18.54,28.12,-0.11,31.48,34.23,3.92,-11.46,13.41,34.51,19.69,-201.27,-8.75,3.19,16.09,8.32,-8.75,1.43,8.6,11.84,9.38,21.27
-2.89,-16.21,34.19,-7.57,33.44,35.96,6.89,-10.68,12.36,32.43,14.87,-203.93,-8.89,14.49,14.89,7.51,-8.89,-8.63,8.59,12.64,10.26,20.23
-6.09,-18.93,33.34,-13.44,27.91,31.95,5.43,-14.67,5.9,25.95,9.91,-118.68,-12.15,16.98,8.6,2.91,-12.15,-18.69,2.86,8.26,6.59,15.91
-12.18,-24.27,28.2,-15.04,16.8,24.49,0.8,-21.71,-3.87,17.35,5.08,19.72,-17.17,8.99,-1.5,-5.42,-17.17,-24.67,-6.27,-0.39,0.83,10.21
-17.62,-29.32,21.39,-11.31,4.12,16.75,-4.63,-28.31,-13.6,9.24,0.1,158.16,-21.69,-7.1,-12.68,-15.2,-21.69,-23.99,-15.64,-10.44,-3.81,5.5
-21.31,-32.34,15.32,-3.77,-4.59,11.87,-8.44,-31.64,-19.88,4.09,-3.9,243.48,-23.5,-24.01,-20.79,-21.26,-23.5,-17.18,-21.49,-17.76,-6.83,3.71
-21.8,-31.55,12.96,5.07,-6.14,11.84,-8.63,-30.63,-21.47,3.33,-5.88,245.72,-22.08,-35.6,-23.76,-21.64,-22.08,-6.96,-21.68,-20.09,-6.95,5.63
-18.16,-25.57,16.04,12.49,0.08,17.08,-4.6,-24.46,-18.43,7.8,-5.37,158.74,-17.51,-37.99,-21.11,-17.54,-17.51,3.49,-15.78,-17.02,-2.93,10.43
-11.5,-16.36,23.24,15.05,11.72,24.98,1.61,-14.73,-12.43,15.47,-4.64,17.75,-11.09,-29.42,-14.38,-9.4,-11.09,9.97,-6.19,-9.8,3.8,16.04
-3.63,-6.87,32.45,11.6,24.27,32.08,7.59,-5.38,-6.71,23.06,-5.48,-124.03,-5.01,-12.37,-6.23,0.27,-5.01,9.97,3.48,-1.11,11.22,20.64
2.56,-0.21,41.05,4.16,32.23,35.41,11.54,0.25,-4.42,27.93,-7.12,-211.53,-1.25,5.28,-0.7,5.91,-1.25,3.92,9.23,4.96,17.46,23.12
4.97,1.72,45.1,-4.19,32.99,33.45,11.63,1.06,-6.35,28.18,-10.41,-215.08,-0.76,17.62,0.34,6.59,-0.76,-5.91,9.28,6.42,20.21,22.86
2.51,-1.27,41.14,-9.77,26.25,26.03,6.92,-3.03,-12.16,23.9,-15.43,-129.9,-3.3,20.92,-3.92,2.73,-3.3,-16.13,3.14,2.65,18.53,19.83
-2.68,-6.98,31.51,-9.3,13.94,15.51,-0.17,-9.47,-19.7,17.23,-20.05,8.96,-7.29,13.15,-12.36,-5.82,-7.29,-22.77,-7.43,-5.57,14.16,14.7
-8.05,-13.05,19.93,-1.94,0.27,5.2,-6.69,-15.24,-26.28,11.13,-23.02,147.89,-11.12,-3.21,-21.92,-16.36,-11.12,-22.98,-18.46,-15.28,9.15,9.6
-12.44,-17.33,8.79,9.85,-8.95,-1.83,-11.14,-18.16,-29.24,7.91,-23.06,233.69,-13.21,-20.22,-28.64,-23.17,-13.21,-16.93,-25.83,-22.47,5.49,6.42
-14.51,-18.07,1.01,21.97,-10.59,-3.8,-12.39,-16.37,-27.21,9.05,-19.33,236.73,-12.39,-31.8,-30.01,-23.96,-12.39,-7.35,-27.58,-24.72,4.71,6.26
-14.25,-14.77,-0.74,31.29,-4.21,-0.23,-9.45,-9.83,-19.97,14.56,-11.81,150.44,-8.72,-34.14,-25.26,-19.6,-8.72,2.7,-22.99,-21.18,8.39,9.58
-14.05,-9.11,2.78,34.45,7.71,6.41,-3.97,-2.09,-10.07,22.03,-2.47,10.62,-3.15,-25.12,-15.65,-10.11,-3.15,9.17,-13.81,-12.82,14.28,14.92
-13.83,-3.18,9.18,30.45,20.49,12.64,1.64,4.17,-1.4,28.3,6.51,-128.98,2.38,-7.72,-4.38,1.43,2.38,9.19,-3.79,-2.78,19.7,20.1
-12.81,0.92,15.79,21.78,28.4,15.42,5.23,6.97,2.51,30.79,13.61,-214.06,5.97,9.86,4.19,8.99,5.97,2.74,3.04,4.58,23.3,23.11
-12.01,1.29,19.85,11.95,28.97,13.09,5.18,5.19,0.26,28.36,17.08,-215.56,6.27,21.92,7.88,11.22,6.27,-7.73,4.34,7.19,23.39,22.27
-13.32,-3.33,19.28,4.63,21.96,5.77,1.2,-1.34,-6.43,21.34,15.55,-129.05,3.3,24.62,5.99,8.81,3.3,-18.8,-0.5,4.27,19.2,17.27
-15.67,-10.69,15.06,3.2,9.62,-3.92,-4.71,-10.26,-14.88,12.66,9.81,10.43,-1.7,16.03,-0.18,1.42,-1.7,-25.92,-9.46,-3.32,12.92,9.82
-17.15,-16.8,10.03,8.41,-3.22,-12.67,-10.67,-18.79,-24.81,5.58,2.09,149.46,-7.25,-1.06,-7.71,-8.24,-7.25,-25.92,-18.51,-12.53,7.24,2.55
-18.25,-19.09,6.32,17.65,-10.99,-17.59,-15.12,-24.07,-34.19,1.81,-3.94,234.34,-11.17,-18.64,-12.6,-14.26,-11.17,-18.92,-23.58,-19.18,4.19,-2.66
-18.61,-16.87,5.52,27.27,-10.81,-17.0,-16.84,-24.26,-39.22,2.36,-6.29,235.74,-12.14,-30.3,-12.46,-14.37,-12.14,-7.54,-22.47,-20.9,4.44,-5.04
-16.05,-10.85,9.19,33.75,-2.67,-10.81,-14.89,-20.31,-36.4,7.7,-4.17,147.75,-10.4,-32.31,-6.72,-9.44,-10.4,4.35,-14.9,-17.17,8.57,-3.92
-11.33,-3.62,16.13,33.95,10.79,-1.96,-11.23,-14.22,-26.65,15.97,1.31,5.38,-7.56,-22.83,3.04,0.31,-7.56,12.51,-3.3,-9.26,14.19,-1.15
-5.81,2.66,23.5,26.96,24.89,6.11,-8.42,-8.84,-14.46,23.53,7.55,-136.75,-4.75,-4.69,13.87,11.71,-4.75,14.24,8.7,0.15,19.01,1.24
-1.35,6.66,29.92,15.56,33.85,10.68,-7.52,-6.89,-4.48,26.79,10.75,-223.08,-3.86,13.93,21.74,19.19,-3.86,10.17,17.49,7.02,21.98,1.93
-0.16,6.35,33.61,3.5,35.15,10.43,-9.24,-9.43,-0.11,23.63,8.73,-224.56,-6.26,27.65,24.53,21.82,-6.26,2.39,21.01,9.84,21.32,0.37
-3.6,0.95,33.03,-5.77,28.6,5.24,-14.38,-16.37,-2.38,15.18,2.18,-137.07,-11.9,32.26,21.79,19.92,-11.9,-5.94,18.25,7.88,16.58,-3.82
-9.62,-7.57,28.96,-9.46,16.75,-2.44,-21.31,-25.51,-8.05,5.68,-6.95,3.2,-19.18,25.7,14.59,13.32,-19.18,-10.86,10.9,2.06,10.0,-9.51
-15.99,-15.87,22.91,-6.96,4.08,-9.39,-28.07,-33.44,-13.42,-0.89,-16.06,142.78,-25.65,10.22,5.8,4.19,-25.65,-9.99,2.26,-5.23,3.62,-14.34
-20.93,-21.28,15.38,-0.65,-4.1,-12.95,-32.85,-37.7,-15.78,-2.04,-22.03,228.24,-28.89,-6.55,-0.57,-1.83,-28.89,-3.53,-3.51,-10.12,-1.54,-16.33
-22.83,-22.19,8.5,6.25,-5.1,-11.88,-34.22,-37.16,-12.87,2.92,-22.64,230.48,-28.56,-18.53,-2.04,-2.55,-28.56,6.03,-4.02,-10.43,-4.05,-14.74
-21.79,-18.82,4.85,10.68,1.41,-5.87,-31.35,-31.12,-4.74,12.95,-17.49,144.35,-23.98,-21.47,2.47,1.27,-23.98,15.63,1.48,-5.16,-2.98,-9.89
-19.2,-13.79,4.15,9.59,12.9,2.31,-25.78,-22.17,5.23,24.8,-7.85,5.76,-16.26,-13.41,11.52,9.47,-16.26,21.11,10.96,4.38,0.12,-3.51
-16.23,-9.7,4.09,2.63,24.8,9.76,-19.85,-13.77,13.7,35.51,3.88,-131.97,-7.65,2.82,22.08,19.19,-7.65,20.05,20.38,14.88,3.25,2.36
-13.36,-8.55,2.31,-7.13,31.65,13.96,-15.44,-9.1,18.86,42.85,14.47,-214.96,-1.57,19.54,29.81,24.93,-1.57,13.03,25.87,22.01,4.91,6.01
-11.48,-11.67,-2.76,-16.26,31.15,13.32,-14.2,-9.38,19.29,45.0,21.37,-215.15,-0.41,31.13,32.43,25.58,-0.41,2.44,25.49,23.76,3.79,6.59
-12.22,-19.09,-11.34,-22.2,23.24,7.48,-16.83,-14.82,14.67,41.8,24.33,-127.93,-3.51,33.54,29.31,21.73,-3.51,-8.87,18.4,19.56,-0.92,3.78
-14.76,-28.62,-20.97,-22.14,9.92,-0.97,-21.47,-23.29,7.29,35.92,24.39,11.18,-9.19,24.55,21.76,13.06,-9.19,-16.7,7.16,10.86,-7.56,-0.45
-18.01,-38.19,-28.85,-15.78,-4.48,-8.52,-25.57,-30.8,-0.15,30.86,23.22,149.01,-14.94,6.83,12.94,2.25,-14.94,-18.18,-4.05,0.83,-14.13,-4.37
-21.05,-45.42,-33.3,-5.85,-14.33,-12.34,-27.86,-34.67,-5.66,29.69,23.16,232.68,-18.33,-11.81,6.74,-5.07,-18.33,-13.58,-11.5,-6.45,-18.67,-6.35
-21.91,-48.39,-32.9,4.15,-16.77,-11.29,-26.92,-33.33,-7.18,33.26,24.73,233.51,-17.84,-25.39,5.47,-6.76,-17.84,-5.48,-13.34,-8.88,-19.71,-5.03
-19.99,-46.36,-25.99,11.26,-11.67,-4.97,-21.68,-26.76,-2.87,40.95,27.58,146.31,-13.4,-29.65,9.54,-3.71,-13.4,2.99,-9.14,-5.89,-16.16,-0.41
-17.2,-41.28,-13.94,12.46,-1.29,4.25,-13.96,-17.7,5.71,49.75,30.08,6.83,-6.9,-22.3,17.74,4.01,-6.9,7.79,-1.04,1.39,-10.41,5.97
-14.15,-36.19,0.06,7.08,9.94,12.79,-6.65,-9.65,14.79,57.08,30.81,-130.64,-0.87,-6.07,27.12,13.34,-0.87,6.34,7.37,9.86,-4.68,12.4
-10.83,-33.18,12.46,-2.22,16.56,17.67,-1.39,-4.93,20.94,60.67,29.64,-212.2,2.67,10.61,33.3,18.29,2.67,-1.09,12.09,15.4,-0.8,16.58
-8.93,-33.75,19.81,-11.91,16.25,17.53,0.5,-4.7,22.64,58.78,26.87,-210.13,2.98,22.13,33.69,17.57,2.98,-12.17,11.14,15.78,-0.43,16.64
-9.3,-37.96,19.14,-18.61,8.78,12.39,-1.41,-9.34,19.87,51.84,21.74,-121.02,0.13,24.49,27.49,11.93,0.13,-23.43,4.26,10.61,-4.43,13.01
-11.25,-43.66,11.62,-18.95,-3.26,5.12,-5.24,-16.75,14.37,42.63,14.57,19.65,-4.46,15.72,16.58,1.56,-4.46,-30.3,-6.27,1.4,-10.56,7.59
-14.09,-48.68,1.95,-12.8,-15.48,-0.99,-8.6,-23.8,7.77,35.2,6.86,158.3,-8.48,-1.36,4.32,-10.44,-8.48,-29.91,-16.68,-8.92,-16.47,2.37
-16.09,-51.31,-5.04,-3.4,-22.57,-3.47,-9.84,-28.09,1.68,31.76,0.74,241.89,-9.81,-19.0,-5.32,-18.48,-9.81,-22.92,-23.07,-16.44,-20.31,-0.73
-16.49,-50.12,-5.89,5.74,-21.96,-1.12,-7.59,-28.01,-0.44,33.1,-2.55,241.72,-7.95,-31.01,-10.04,-20.72,-7.95,-12.14,-23.63,-19.2,-20.68,-0.97
-14.92,-45.04,1.32,12.03,-13.69,6.29,-1.58,-22.76,3.81,38.93,-2.32,153.26,-2.97,-33.46,-9.33,-18.38,-2.97,-0.88,-17.95,-16.54,-17.17,1.29
-11.84,-38.19,13.58,12.75,-0.14,15.92,6.11,-15.02,12.44,46.28,-0.46,13.03,3.22,-24.43,-4.33,-11.39,3.22,6.73,-8.13,-9.69,-11.81,5.25
-7.92,-31.79,26.18,7.31,14.2,24.17,12.89,-7.79,22.14,52.75,-0.85,-124.5,8.66,-7.08,2.35,-2.42,8.66,8.01,2.02,-1.66,-6.76,9.81
